gender,state,city,county,amount,plan,event_type,daystoresolve,event_date_gap,age,service
F,Alabama,Uniontown,Perry,965.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",66.0,418,25,2
F,Iowa,Andover,Clinton,750.0,"{'200_Mbps', '100_Mbps', '300_Mbps'}","['ticket', 'order']",82.0,426,79,2
F,New York,Raymondville,St. Lawrence,385.0,{'500_Mbps'},"['ticket', 'order']",4.0,130,36,1
M,Iowa,Morning Sun,Louisa,555.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",15.0,169,42,1
F,Iowa,Ellston,Ringgold,805.0,{'1_Gbps'},['order'],0.0,272,38,1
F,Oklahoma,Turpin,Beaver,960.0,"{'200_Mbps', '100_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",29.0,600,28,2
M,Texas,Brady,McCulloch,2616.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",8.0,916,22,4
F,Georgia,Warthen,Washington,790.0,{'500_Mbps'},"['ticket', 'order']",4.0,41,53,1
F,Missouri,Gentry,Gentry,1905.0,{'1_Gbps'},"['ticket', 'order']",11.0,518,27,3
M,Texas,Los Indios,Cameron,1145.0,{'200_Mbps'},"['ticket', 'order']",18.0,344,24,2
M,Mississippi,Long Beach,Harrison,245.0,{'200_Mbps'},"['ticket', 'order']",39.0,60,49,1
M,New York,Boonville,Oneida,620.0,{'100_Mbps'},['order'],0.0,0,31,2
M,Minnesota,Ghent,Lyon,710.0,"{'1_Gbps', '100_Mbps'}","['ticket', 'order']",43.0,337,67,2
F,New York,Bedford Hills,Westchester,855.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",16.0,428,23,2
F,Minnesota,Mazeppa,Wabasha,385.0,{'1_Gbps'},"['ticket', 'order']",38.0,109,75,1
F,Pennsylvania,Elkland,Tioga,210.0,{'25_Mbps'},"['ticket', 'order']",37.0,85,56,1
M,New York,Caneadea,Allegany,400.0,{'300_Mbps'},"['ticket', 'order']",19.0,91,52,1
F,Oklahoma,Tulsa,Tulsa,1550.0,{'200_Mbps'},['order'],0.0,0,37,3
F,Ohio,Peebles,Adams,920.0,{'200_Mbps'},['order'],0.0,570,27,2
F,New York,Holtsville,Suffolk,840.0,"{'200_Mbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",33.0,529,21,2
M,Ohio,Hamler,Henry,1415.0,{'200_Mbps'},['order'],0.0,0,23,3
F,Iowa,Mount Sterling,Van Buren,845.0,{'500_Mbps'},"['ticket', 'order']",130.0,338,58,2
F,New York,Ellisburg,Jefferson,700.0,{'100_Mbps'},"['ticket', 'order']",80.0,383,40,2
F,Florida,Fort Lauderdale,Broward,220.0,{'300_Mbps'},"['ticket', 'order']",39.0,52,34,1
F,Ohio,Lacarne,Ottawa,1190.0,{'1_Gbps'},"['ticket', 'order']",53.0,186,44,2
M,Missouri,Springfield,Greene,780.0,{'100_Mbps'},"['ticket', 'order']",6.0,540,67,2
F,Ohio,Ray,Jackson,1585.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",24.0,1140,64,4
M,Texas,Concan,Uvalde,1060.0,{'100_Mbps'},['order'],0.0,0,103,2
M,New Mexico,Hurley,Grant,1280.0,{'200_Mbps'},"['ticket', 'order']",30.0,810,59,3
F,North Carolina,Hassell,Martin,1060.0,{'100_Mbps'},"['ticket', 'order']",20.0,550,26,3
F,Minnesota,Montrose,Wright,445.0,{'200_Mbps'},"['ticket', 'order']",73.0,185,25,1
F,Ohio,Winchester,Highland,1080.0,"{'200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",29.0,600,21,2
F,Missouri,Kansas City,Jackson,640.0,"{'200_Mbps', '100_Mbps'}",['order'],0.0,330,80,2
F,Ohio,Big Prairie,Holmes,780.0,{'100_Mbps'},"['ticket', 'order']",16.0,540,32,2
M,Florida,Port Saint Lucie,St. Lucie,1075.0,"{'1_Gbps', '100_Mbps'}","['ticket', 'order']",36.0,587,57,2
M,Mississippi,Aberdeen,Monroe,780.0,{'100_Mbps'},"['ticket', 'order']",50.0,503,20,2
F,Minnesota,Seaforth,Redwood,190.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",27.0,60,47,1
M,Florida,Eustis,Lake,390.0,"{'1_Gbps', '25_Mbps'}",['order'],0.0,210,85,1
F,Alabama,Prattville,Autauga,1065.0,{'500_Mbps'},"['ticket', 'order']",59.0,540,56,2
F,Pennsylvania,Midway,Washington,1380.0,{'100_Mbps'},"['ticket', 'order']",24.0,626,25,3
F,Nebraska,Crookston,Cherry,650.0,{'25_Mbps'},"['ticket', 'order']",29.0,558,51,2
M,Iowa,Greenville,Clay,865.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",36.0,510,44,2
F,New York,Bronx,Bronx,860.0,{'25_Mbps'},"['ticket', 'order']",50.0,810,33,3
F,Iowa,Ferguson,Marshall,830.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",35.0,367,47,2
F,Georgia,Epworth,Fannin,1905.0,{'1_Gbps'},"['ticket', 'order']",45.0,756,51,3
F,Ohio,Cleveland,Cuyahoga,995.0,{'1_Gbps'},"['ticket', 'order']",18.0,330,30,2
M,Texas,Palmer,Ellis,235.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",44.0,60,27,1
F,Pennsylvania,Waymart,Wayne,820.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",3.0,385,30,2
F,Florida,Hurlburt Field,Okaloosa,820.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",16.0,630,52,2
F,Texas,Taft,San Patricio,680.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",4.0,460,24,2
F,Pennsylvania,Ebervale,Luzerne,820.0,{'300_Mbps'},"['ticket', 'order']",18.0,450,36,2
F,Missouri,Kansas City,Jackson,920.0,"{'200_Mbps', '300_Mbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",88.0,614,24,2
F,Georgia,Fort Gaines,Clay,740.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",17.0,342,44,2
M,Florida,Deland,Volusia,1270.0,{'300_Mbps'},"['ticket', 'order']",83.0,536,23,2
M,Texas,Corpus Christi,Nueces,670.0,{'300_Mbps'},"['ticket', 'order']",39.0,196,54,1
M,New York,Delphi Falls,Onondaga,110.0,{'25_Mbps'},None,0.0,0,59,0
M,Texas,Midway,Madison,1170.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",13.0,300,32,2
M,Mississippi,Lauderdale,Lauderdale,1795.0,"{'1_Gbps', '100_Mbps'}","['ticket', 'order']",14.0,607,52,3
F,Arkansas,Beebe,White,1260.0,{'100_Mbps'},"['ticket', 'order']",34.0,834,63,3
M,Missouri,Drury,Douglas,940.0,{'100_Mbps'},"['ticket', 'order']",50.0,530,62,2
F,Iowa,Des Moines,Polk,505.0,{'100_Mbps'},"['ticket', 'order']",1.0,285,26,1
F,Oklahoma,Wann,Nowata,135.0,{'25_Mbps'},"['ticket', 'order']",13.0,20,21,1
F,Ohio,Put In Bay,Ottawa,995.0,{'1_Gbps'},"['ticket', 'order']",23.0,392,73,2
F,Iowa,Carbon,Adams,1005.0,"{'1_Gbps', '200_Mbps', '300_Mbps'}","['ticket', 'order']",12.0,420,20,2
F,Nebraska,Curtis,Frontier,890.0,{'25_Mbps'},['order'],0.0,0,39,3
F,Mississippi,Leakesville,Greene,180.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",3.0,30,46,0
F,Ohio,Fairview,Guernsey,1175.0,{'500_Mbps'},"['ticket', 'order']",9.0,540,25,2
F,New York,Patchogue,Suffolk,580.0,{'300_Mbps'},"['ticket', 'order']",57.0,224,27,1
F,Mississippi,Marion,Lauderdale,260.0,{'100_Mbps'},"['ticket', 'order']",16.0,120,79,1
M,New Mexico,Sedan,Union,805.0,{'1_Gbps'},"['ticket', 'order']",45.0,255,48,1
F,Pennsylvania,East Smithfield,Bradford,650.0,{'25_Mbps'},"['ticket', 'order']",0.0,600,42,2
M,Iowa,Cedar,Mahaska,1450.0,{'1_Gbps'},"['ticket', 'order']",56.0,461,20,2
M,Florida,Boca Raton,Palm Beach,1020.0,{'300_Mbps'},"['ticket', 'order']",11.0,195,40,2
F,North Carolina,Raleigh,Wake,830.0,{'200_Mbps'},"['ticket', 'order']",6.0,301,19,2
F,Minnesota,Saint Bonifacius,Hennepin,470.0,{'100_Mbps'},"['ticket', 'order']",6.0,300,48,1
F,South Carolina,Pacolet,Spartanburg,1020.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",77.0,696,41,2
F,Missouri,Saint Charles,St. Charles,650.0,{'25_Mbps'},"['ticket', 'order']",58.0,600,58,2
F,Nebraska,Lemoyne,Keith,730.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",22.0,450,25,2
M,Kentucky,Powderly,Muhlenberg,335.0,{'25_Mbps'},"['ticket', 'order']",40.0,229,46,1
M,Pennsylvania,Susquehanna,Susquehanna,1845.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",12.0,617,31,3
F,Iowa,Welton,Clinton,410.0,{'25_Mbps'},"['ticket', 'order']",35.0,361,25,1
F,South Carolina,Charleston,Charleston,1505.0,{'200_Mbps'},['order'],0.0,0,60,3
F,New York,Laurens,Otsego,325.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",39.0,120,20,1
F,Missouri,Carthage,Jasper,845.0,"{'1_Gbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",112.0,450,27,2
M,Florida,Bonita Springs,Lee,155.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",43.0,30,34,1
F,Iowa,Des Moines,Polk,980.0,{'25_Mbps'},"['ticket', 'order']",65.0,810,23,3
M,Florida,Delray Beach,Palm Beach,370.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",67.0,270,28,1
F,Arkansas,Newport,Jackson,820.0,{'100_Mbps'},"['ticket', 'order']",25.0,505,76,2
M,Minnesota,Brooks,Red Lake,485.0,{'500_Mbps'},"['ticket', 'order']",51.0,169,77,1
M,New York,Plattsburgh,Clinton,1005.0,"{'1_Gbps', '100_Mbps'}","['ticket', 'order']",13.0,300,24,2
F,Pennsylvania,Dunlevy,Washington,610.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",3.0,330,27,1
M,Pennsylvania,West Chester,Chester,990.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",18.0,352,34,2
M,Missouri,Eldridge,Laclede,540.0,{'100_Mbps'},"['ticket', 'order']",11.0,360,41,1
F,Florida,Deltona,Volusia,1020.0,{'100_Mbps'},"['ticket', 'order']",2.0,649,38,2
F,Kentucky,Dundee,Ohio,920.0,{'200_Mbps'},"['ticket', 'order']",5.0,242,57,2
F,Georgia,Varnell,Whitfield,565.0,{'1_Gbps'},['order'],0.0,0,63,1
M,Oklahoma,Seminole,Seminole,990.0,"{'1_Gbps', '300_Mbps', '500_Mbps'}",['order'],0.0,390,64,2
F,Kentucky,Grahn,Carter,840.0,"{'200_Mbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",21.0,570,24,2
F,New York,White Plains,Westchester,505.0,"{'1_Gbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",91.0,254,83,1
M,South Carolina,Chappells,Newberry,900.0,{'100_Mbps'},"['ticket', 'order']",55.0,353,63,2
M,Arkansas,Sulphur Springs,Benton,1575.0,"{'1_Gbps', '100_Mbps'}","['ticket', 'order']",12.0,930,27,3
F,New York,Martinsburg,Lewis,1970.0,{'1_Gbps'},"['ticket', 'order']",37.0,870,48,3
M,Missouri,New Franklin,Howard,660.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",17.0,298,28,2
F,Texas,Fred,Tyler,2360.0,{'1_Gbps'},"['ticket', 'order']",19.0,1050,51,3
M,New York,Waddington,St. Lawrence,485.0,{'200_Mbps'},"['ticket', 'order']",39.0,270,54,1
M,Georgia,Tallapoosa,Haralson,1130.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",19.0,570,27,3
F,Florida,West Palm Beach,Palm Beach,1180.0,{'100_Mbps'},"['ticket', 'order']",31.0,738,25,3
M,Iowa,Pulaski,Davis,1435.0,"{'1_Gbps', '100_Mbps'}","['ticket', 'order']",16.0,657,29,3
M,Georgia,Valdosta,Lowndes,540.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",25.0,186,72,1
M,Minnesota,Dassel,Meeker,885.0,"{'200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",35.0,439,52,2
F,North Carolina,Candor,Montgomery,1190.0,"{'300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",79.0,690,28,2
M,Ohio,Cleveland,Cuyahoga,1590.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",9.0,780,24,3
M,Ohio,Stow,Summit,335.0,{'500_Mbps'},"['ticket', 'order']",27.0,120,27,1
F,Oklahoma,Savanna,Pittsburg,470.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",88.0,245,33,2
F,Missouri,Mansfield,Wright,225.0,{'100_Mbps'},"['ticket', 'order']",31.0,80,27,1
F,Minnesota,Garvin,Lyon,1630.0,"{'1_Gbps', '200_Mbps', '300_Mbps'}","['ticket', 'order']",40.0,900,50,3
M,Georgia,Conley,Clayton,1110.0,"{'500_Mbps', '25_Mbps'}",['order'],0.0,600,25,2
M,North Carolina,Hatteras,Dare,900.0,{'500_Mbps'},"['ticket', 'order']",22.0,333,26,2
F,Iowa,Parnell,Iowa,745.0,{'1_Gbps'},"['ticket', 'order']",27.0,300,33,1
M,Georgia,Mc Intyre,Wilkinson,1370.0,{'200_Mbps'},"['ticket', 'order']",23.0,682,24,3
F,Pennsylvania,Tamaqua,Schuylkill,705.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",10.0,390,27,2
M,Oklahoma,Fay,Blaine,945.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",41.0,497,64,2
F,Missouri,Risco,New Madrid,1140.0,{'100_Mbps'},"['ticket', 'order']",5.0,600,74,3
M,Texas,Wells,Cherokee,470.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",21.0,180,81,1
F,Oklahoma,Thackerville,Love,720.0,{'300_Mbps'},['order'],0.0,0,31,2
F,Arkansas,Williford,Sharp,1385.0,{'1_Gbps'},"['ticket', 'order']",8.0,428,49,2
M,Pennsylvania,Earlville,Berks,145.0,{'1_Gbps'},None,0.0,0,56,0
F,Kentucky,Guthrie,Todd,800.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",6.0,306,87,2
F,Oklahoma,Howe,Le Flore,630.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",45.0,300,23,1
F,Iowa,Coon Rapids,Carroll,765.0,"{'1_Gbps', '100_Mbps'}","['ticket', 'order']",17.0,510,28,2
F,New York,Thornwood,Westchester,545.0,"{'300_Mbps', '100_Mbps', '500_Mbps', '25_Mbps'}",['order'],0.0,330,61,1
F,South Carolina,Saluda,Saluda,110.0,{'25_Mbps'},None,0.0,0,52,0
F,Iowa,Riverside,Washington,780.0,{'100_Mbps'},"['ticket', 'order']",1.0,110,20,2
F,Iowa,Muscatine,Muscatine,625.0,{'1_Gbps'},"['ticket', 'order']",16.0,240,70,1
M,New York,Ellenburg Center,Clinton,1370.0,{'300_Mbps'},"['ticket', 'order']",44.0,567,89,3
M,New York,Spring Glen,Ulster,920.0,{'300_Mbps'},"['ticket', 'order']",10.0,243,65,2
M,Iowa,Linden,Dallas,570.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",29.0,314,50,2
M,Minnesota,Alberta,Stevens,770.0,{'300_Mbps'},"['ticket', 'order']",18.0,237,24,2
F,South Carolina,Ruffin,Colleton,535.0,{'300_Mbps'},['order'],0.0,0,41,1
F,Nebraska,Panama,Lancaster,1120.0,{'500_Mbps'},"['ticket', 'order']",30.0,570,59,2
M,Pennsylvania,Mountville,Lancaster,1370.0,{'200_Mbps'},"['ticket', 'order']",40.0,767,20,3
M,Ohio,Uniontown,Summit,900.0,{'100_Mbps'},"['ticket', 'order']",52.0,630,50,2
M,New Mexico,Santa Fe,Santa Fe,1450.0,{'1_Gbps'},['order'],0.0,0,55,2
F,Pennsylvania,Peckville,Lackawanna,800.0,"{'200_Mbps', '300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",19.0,299,20,2
M,New Mexico,Las Cruces,Doña Ana,965.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",22.0,840,52,3
M,Alabama,Cullman,Cullman,155.0,{'100_Mbps'},"['ticket', 'order']",36.0,24,25,0
F,Kentucky,Bardwell,Carlisle,575.0,"{'1_Gbps', '500_Mbps'}","['ticket', 'order']",8.0,120,44,1
F,Florida,Molino,Escambia,360.0,"{'200_Mbps', '300_Mbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",23.0,210,64,1
F,Texas,Lubbock,Lubbock,1600.0,"{'1_Gbps', '200_Mbps'}",['order'],0.0,480,66,3
M,North Carolina,Salisbury,Rowan,565.0,{'200_Mbps'},"['ticket', 'order']",10.0,330,63,1
M,New York,Plattsburgh,Clinton,310.0,{'300_Mbps'},"['ticket', 'order']",20.0,102,26,1
F,Missouri,Hematite,Jefferson,835.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",50.0,416,97,2
M,New York,Fly Creek,Otsego,1840.0,{'1_Gbps'},['order'],0.0,0,19,3
F,Kentucky,Lowmansville,Lawrence,670.0,"{'100_Mbps', '200_Mbps', '300_Mbps'}","['ticket', 'order']",91.0,240,28,1
M,Kentucky,Regina,Pike,935.0,"{'300_Mbps', '500_Mbps'}",['order'],0.0,120,51,2
F,Missouri,Saint Louis,St. Louis,485.0,{'200_Mbps'},['order'],0.0,0,42,1
M,Alabama,Coker,Tuscaloosa,1125.0,{'1_Gbps'},['order'],0.0,0,24,2
F,Alabama,Linden,Marengo,1020.0,{'100_Mbps'},"['ticket', 'order']",2.0,334,25,2
F,New York,Worcester,Otsego,1220.0,{'100_Mbps'},"['ticket', 'order']",29.0,758,55,3
M,Minnesota,Hovland,Cook,695.0,{'200_Mbps'},"['ticket', 'order']",18.0,350,25,2
F,Nebraska,Virginia,Gage,900.0,{'100_Mbps'},"['ticket', 'order']",1.0,144,31,2
M,New York,Queens Village,Queens,2230.0,{'1_Gbps'},"['ticket', 'order']",41.0,676,46,3
F,North Carolina,Battleboro,Nash,1695.0,"{'100_Mbps', '500_Mbps'}",['order'],0.0,870,50,3
M,Nebraska,Burchard,Pawnee,740.0,{'25_Mbps'},"['ticket', 'order']",74.0,554,56,2
F,North Carolina,East Spencer,Rowan,1385.0,{'1_Gbps'},"['ticket', 'order']",25.0,491,108,2
M,Nebraska,Lexington,Dawson,1515.0,"{'1_Gbps', '100_Mbps', '300_Mbps'}","['ticket', 'order']",15.0,870,26,3
F,North Carolina,Ivanhoe,Sampson,1680.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",9.0,706,28,3
M,South Carolina,Abbeville,Abbeville,225.0,{'100_Mbps'},"['ticket', 'order']",13.0,41,39,1
F,Texas,Houston,Harris,1130.0,"{'1_Gbps', '200_Mbps', '100_Mbps'}","['ticket', 'order']",44.0,540,27,2
F,Texas,Odessa,Ector,1300.0,{'100_Mbps'},['order'],0.0,0,66,3
F,Texas,Edna,Jackson,2220.0,{'500_Mbps'},"['ticket', 'order']",78.0,1170,23,4
F,Pennsylvania,Lake Harmony,Carbon,1100.0,{'200_Mbps'},"['ticket', 'order']",13.0,458,62,2
M,Kentucky,Louisville,Jefferson,820.0,{'300_Mbps'},['order'],0.0,0,53,2
F,New York,Sinclairville,Chautauqua,1190.0,{'25_Mbps'},"['ticket', 'order']",26.0,1140,26,4
M,Oklahoma,Canadian,Pittsburg,570.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",15.0,418,26,2
F,Arkansas,Boles,Scott,205.0,{'1_Gbps'},"['ticket', 'order']",42.0,26,56,1
M,Oklahoma,Chandler,Lincoln,635.0,{'500_Mbps'},"['ticket', 'order']",2.0,268,67,1
M,Florida,Pompano Beach,Broward,695.0,{'200_Mbps'},"['ticket', 'order']",39.0,383,89,2
M,Pennsylvania,Thompsontown,Juniata,1095.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",40.0,645,54,2
F,Pennsylvania,Fredericktown,Washington,850.0,"{'1_Gbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",26.0,480,56,2
F,Minnesota,Trimont,Martin,1075.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",6.0,570,28,2
F,North Carolina,Shelby,Cleveland,1205.0,"{'200_Mbps', '100_Mbps', '300_Mbps'}","['ticket', 'order']",22.0,682,60,2
F,Oklahoma,Verden,Grady,1120.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",19.0,509,50,2
M,Missouri,Orrick,Ray,1100.0,{'200_Mbps'},"['ticket', 'order']",26.0,583,20,2
M,Nebraska,Purdum,Blaine,790.0,{'500_Mbps'},"['ticket', 'order']",8.0,53,82,2
M,Ohio,Green Camp,Marion,1230.0,"{'200_Mbps', '300_Mbps', '100_Mbps'}","['ticket', 'order']",37.0,537,36,3
M,Pennsylvania,Hillsgrove,Sullivan,1190.0,{'200_Mbps'},"['ticket', 'order']",34.0,702,27,2
F,Minnesota,Hoyt Lakes,St. Louis,650.0,{'200_Mbps'},"['ticket', 'order']",16.0,274,25,2
F,Oklahoma,Ringold,McCurtain,920.0,{'300_Mbps'},"['ticket', 'order']",76.0,418,37,2
F,Mississippi,Plantersville,Lee,1100.0,{'200_Mbps'},"['ticket', 'order']",21.0,690,24,2
F,New York,Elma,Erie,365.0,{'100_Mbps'},"['ticket', 'order']",55.0,184,84,1
M,New York,Andes,Delaware,135.0,{'25_Mbps'},['order'],0.0,0,62,1
F,New York,Walden,Orange,260.0,{'25_Mbps'},"['ticket', 'order']",30.0,180,53,1
M,Arkansas,Fayetteville,Washington,760.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",5.0,540,26,2
M,Iowa,Windsor Heights,Polk,1150.0,"{'100_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",8.0,441,36,3
M,Ohio,Rutland,Meigs,940.0,{'100_Mbps'},"['ticket', 'order']",42.0,605,25,2
M,Florida,Tampa,Hillsborough,980.0,{'100_Mbps'},"['ticket', 'order']",34.0,599,97,2
M,Nebraska,Malcolm,Lancaster,210.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",51.0,60,37,1
M,Florida,Melbourne,Brevard,285.0,"{'1_Gbps', '100_Mbps', '300_Mbps'}",['order'],0.0,90,25,1
F,Alabama,Pennington,Choctaw,825.0,"{'1_Gbps', '300_Mbps', '25_Mbps'}",['order'],0.0,420,43,2
F,Texas,Tuscola,Taylor,565.0,{'200_Mbps'},"['ticket', 'order']",3.0,330,28,1
F,Texas,San Antonio,Bexar,1895.0,"{'1_Gbps', '100_Mbps', '300_Mbps'}",['order'],0.0,450,49,3
M,New York,Elmira,Chemung,760.0,"{'100_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",8.0,360,48,2
M,Pennsylvania,Great Bend,Susquehanna,565.0,{'200_Mbps'},['order'],0.0,330,39,1
F,Missouri,Higginsville,Lafayette,1060.0,"{'1_Gbps', '200_Mbps', '100_Mbps', '500_Mbps'}",['order'],0.0,420,70,2
F,Alabama,Louisville,Barbour,120.0,{'100_Mbps'},None,0.0,0,50,0
F,Ohio,Bryan,Williams,745.0,{'1_Gbps'},"['ticket', 'order']",135.0,275,57,1
M,New York,Levittown,Nassau,1270.0,"{'100_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",21.0,1020,44,3
F,Oklahoma,Mannsville,Johnston,1780.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}",['order'],0.0,840,27,3
M,Florida,O Brien,Suwannee,685.0,{'500_Mbps'},"['ticket', 'order']",39.0,282,65,1
M,Ohio,Sidney,Shelby,920.0,{'300_Mbps'},"['ticket', 'order']",6.0,510,92,2
F,Texas,Brownsville,Cameron,1085.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",42.0,373,73,2
M,New York,Westbrookville,Sullivan,1600.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",5.0,600,59,3
M,Kentucky,Bee Spring,Edmonson,840.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",22.0,480,53,2
F,Mississippi,Ocean Springs,Jackson,1100.0,{'100_Mbps'},['order'],0.0,0,84,3
M,Ohio,Kingsville,Ashtabula,1950.0,"{'200_Mbps', '300_Mbps', '500_Mbps'}",['order'],0.0,1110,25,4
F,Pennsylvania,Waterfall,Fulton,1710.0,{'1_Gbps'},"['ticket', 'order']",82.0,750,66,3
F,Kentucky,Maysville,Mason,565.0,{'200_Mbps'},"['ticket', 'order']",42.0,330,41,1
F,Missouri,New Florence,Montgomery,1040.0,{'25_Mbps'},"['ticket', 'order']",29.0,882,24,3
F,Nebraska,Emmet,Holt,310.0,{'25_Mbps'},"['ticket', 'order']",42.0,216,35,1
M,Arkansas,Portland,Ashley,295.0,{'100_Mbps'},"['ticket', 'order']",22.0,150,100,1
M,Missouri,Marceline,Linn,305.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",31.0,150,24,1
M,Kentucky,Cornettsville,Perry,1870.0,{'300_Mbps'},"['ticket', 'order']",27.0,1080,41,3
F,North Carolina,Havelock,Craven,1220.0,{'300_Mbps'},"['ticket', 'order']",43.0,445,21,2
F,Missouri,Gainesville,Ozark,2100.0,{'1_Gbps'},"['ticket', 'order']",33.0,765,22,3
M,Texas,Irving,Dallas,165.0,{'200_Mbps'},"['ticket', 'order']",17.0,24,27,1
M,Florida,Umatilla,Lake,1630.0,"{'200_Mbps', '300_Mbps', '100_Mbps'}","['ticket', 'order']",126.0,859,68,3
F,New York,Hermon,St. Lawrence,530.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}",['order'],0.0,240,37,1
M,Missouri,Rombauer,Butler,580.0,{'100_Mbps'},"['ticket', 'order']",19.0,293,57,1
F,New York,Napanoch,Ulster,1200.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",15.0,420,68,2
M,Florida,Orlando,Orange,120.0,{'100_Mbps'},None,0.0,0,43,0
M,Georgia,Resaca,Gordon,1645.0,{'1_Gbps'},"['ticket', 'order']",41.0,647,26,2
M,Georgia,Chester,Dodge,285.0,"{'1_Gbps', '100_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",32.0,111,61,1
M,Ohio,Columbus,Franklin,865.0,{'1_Gbps'},"['ticket', 'order']",2.0,101,46,1
F,Georgia,Mount Berry,Floyd,520.0,"{'200_Mbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",29.0,360,26,1
M,Iowa,Denison,Crawford,620.0,{'25_Mbps'},"['ticket', 'order']",8.0,570,42,2
M,New York,Nedrow,Onondaga,1260.0,{'100_Mbps'},['order'],0.0,0,94,3
M,Mississippi,Jonestown,Coahoma,1695.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",57.0,690,40,3
M,Nebraska,Battle Creek,Madison,660.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}",['order'],0.0,420,132,2
M,Kentucky,Grahn,Carter,1010.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",12.0,729,56,3
M,Kentucky,Waco,Madison,1090.0,"{'100_Mbps', '500_Mbps'}",['order'],0.0,570,52,2
M,Iowa,Saint Charles,Madison,680.0,{'25_Mbps'},"['ticket', 'order']",5.0,630,50,2
